Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),DebtToIncomeRatio,LoanToPropertyRatio,TotalFinancialBurden
49,1704.85,0,3,7,1,92928.29,553.29,0,1,2.0,638.94,0,0,1704.85,2,0,1,173654.18,0.0,0.32434856523140954,0.5351311144303326,93481.57999999999
55,2223.3,0,2,7,1,25354.1,275.61,0,0,2.0,770.1,0,0,2223.965,2,0,1,41991.75,20283.28,0.12390864541653554,0.6037732703859594,25629.71
34,3433.76,0,2,7,1,134246.81,672.45,1,1,2.0,776.66,1,0,3433.76,4,2,0,159437.67,0.0,0.195777870942948,0.8419965495196365,134919.26
37,1895.01,0,2,7,1,40011.43,276.49,1,1,4.0,722.78,0,0,1895.01,3,0,1,45842.54,26007.43,0.1458272899404539,0.8727822938629958,40287.92
37,1880.46,0,2,7,1,58781.16,317.51,0,1,2.0,807.65,1,0,1880.46,2,0,1,99595.04,47024.93,0.16875724171653927,0.5901957547709729,59098.670000000006
54,1346.71,0,2,7,1,42124.76,276.19,0,1,1.0,691.68,0,0,1346.71,3,0,1,46390.22,29487.33,0.2049328119550942,0.9080330286636136,42400.950000000004
57,1947.92,0,2,3,1,37772.39,256.74,1,1,2.0,755.17,0,0,1947.92,2,1,1,69022.42,30217.91,0.13173449910719784,0.547240197602495,38029.13
38,2076.67,0,2,9,1,121895.52,340.44,0,1,1.0,746.76,0,1,2076.67,3,1,1,138728.17,79232.09,0.16385662785716693,0.8786581798189955,122235.96
28,2835.75,0,4,7,1,87049.82,690.04,0,1,2.0,797.3,0,2,2835.75,1,2,1,137050.56,60934.87,0.24325019829029698,0.6351611028725248,87739.86
33,2223.3,0,3,12,1,115209.12,378.96,0,0,2.0,618.64,0,1,2223.965,1,2,0,131795.58,0.0,0.17037270152407497,0.8741434717046528,115588.08
55,2223.3,0,2,7,1,60473.81,298.74,1,1,2.0,685.88,0,0,2223.965,3,1,1,109414.1,42331.67,0.1343074225599065,0.5527007698206189,60772.549999999996
21,2223.3,0,4,12,1,100424.26,377.76,0,1,2.0,858.02,0,0,2223.965,2,0,1,112541.39,75318.19,0.16983320595243445,0.8923238612579668,100802.01999999999
65,2345.94,1,5,7,1,236776.58,624.53,0,1,2.0,816.58,0,2,2345.94,3,0,1,384374.91,0.0,0.26610394811967925,0.616002652195347,237401.11
29,1831.06,0,2,17,1,18471.61,181.88,0,1,2.0,801.71,0,0,1831.06,1,2,1,26077.29,12930.13,0.09927622457779767,0.708313696948688,18653.49
40,1725.96,0,2,15,0,165007.33,624.54,1,1,2.0,791.25,0,0,1725.96,3,0,1,221845.07,132005.86,0.36164126557650433,0.7437919905455165,165631.87
33,1987.73,0,3,12,1,185406.14,571.83,0,0,4.0,800.36,0,2,1987.73,1,1,1,238384.32,0.0,0.28753526119684425,0.7777582109502381,185977.97
18,926.83,0,2,6,1,163354.94,676.69,0,1,2.0,765.3,0,2,926.83,2,1,1,200076.6,130683.95,0.7293254152161496,0.8164579143292402,164031.63
18,2124.93,0,2,7,0,143647.6,1289.46,1,1,2.0,660.33,0,1,2124.93,1,0,1,268234.89,93370.94,0.6065392557610082,0.5355271436644813,144937.06
62,3028.33,1,5,7,1,79860.54,241.5,0,1,2.0,802.01,0,1,3028.33,4,0,0,100519.58,0.0,0.07972059828410903,0.7944695504144523,80102.04
61,2551.98,1,5,7,1,34900.29,374.44,0,0,1.0,845.21,0,0,2551.98,3,2,1,44262.6,27920.23,0.14666781565072973,0.7884647882232806,35274.73
44,2102.47,0,3,17,1,66402.6,295.92,1,1,1.0,746.27,0,2,2102.47,3,0,1,90180.59,43161.69,0.1406818257450784,0.7363210162961199,66698.52
27,3027.19,0,2,7,2,33704.64,416.16,0,0,2.0,716.86,1,2,3027.19,1,1,0,55599.43,0.0,0.13742862898298985,0.6061938729610544,34120.8
21,1637.95,0,2,3,1,38245.37,211.0,0,0,2.0,739.815,1,0,1637.95,1,1,1,58004.19,0.0,0.12874096220140943,0.6593439311206463,38456.37
18,2223.3,0,2,5,1,101826.73,522.69,0,0,1.0,739.815,0,0,2223.965,1,0,1,174721.08,81461.38,0.23499078361731782,0.5827925697770997,102349.42
36,1841.55,0,3,7,1,159898.45,448.11,0,0,3.0,803.12,0,0,1841.55,2,0,1,282883.94,119923.84,0.24320099861604844,0.5652420026318828,160346.56
39,2223.3,0,2,7,0,72190.86,447.83,1,0,1.0,736.75,0,0,2223.965,1,2,1,128391.22,50533.6,0.20133525153981024,0.5622681810471071,72638.69
22,3183.04,0,4,17,1,188371.03,575.97,1,1,2.0,698.44,0,2,3183.04,1,2,1,316225.17,122441.17,0.180892827979548,0.5956845064404379,188947.0
59,3535.67,0,2,7,1,64829.27,168.08,0,0,1.0,676.41,0,2,3535.67,2,0,1,73274.33,42139.03,0.04752493164473926,0.8847352853955075,64997.35
27,4683.0,0,3,17,2,80840.67,366.41,0,0,1.0,840.11,0,2,4683.0,4,2,1,101892.33,56588.47,0.07822587532023911,0.793385298134824,81207.08
21,2144.02,0,3,7,2,110119.16,520.66,0,1,2.0,846.22,1,2,2144.02,2,2,1,190107.54,88095.33,0.24272967151821426,0.57924362577294,110639.82
50,1191.21,0,2,5,1,69519.88,317.14,0,1,2.0,690.7,0,2,1191.21,1,0,1,88257.87,45187.92,0.26601018276981403,0.7876815100850487,69837.02
57,1613.95,0,2,5,1,94680.72,436.86,0,0,2.0,739.815,0,0,1613.95,3,0,1,131387.97,71010.54,0.27050992290783,0.7206139145470126,95117.58
42,2223.3,0,2,12,1,107222.88,349.88,1,0,2.0,775.91,0,0,2223.965,1,1,1,136557.61,85778.3,0.15729892550465313,0.785178466593941,107572.76000000001
29,3759.87,0,2,7,1,48254.12,209.5,1,0,2.0,785.81,0,2,3759.87,4,0,1,59316.39,36190.59,0.055705195872231696,0.8134902766288268,48463.62
49,3835.03,0,2,7,1,84182.93,444.12,0,1,1.0,710.83,0,1,3835.03,1,2,0,157178.38,0.0,0.11577594544359664,0.5355850748361521,84627.04999999999
31,1645.48,0,4,7,1,94624.93,350.39,1,0,2.0,825.54,0,1,1645.48,3,2,1,120808.75,70968.7,0.21281157378164325,0.7832557388786915,94975.31999999999
56,2561.64,0,2,5,0,90876.28,466.77,0,1,3.0,606.91,1,1,2561.64,4,0,1,102351.29,0.0,0.18214419504885587,0.8878773498863582,91343.05
50,2234.54,0,4,12,0,110355.16,334.98,0,1,4.0,785.88,0,0,2234.54,2,2,1,161186.08,82766.37,0.14984299095520545,0.6846402329516734,110690.14
40,2223.3,0,4,7,0,61929.68,258.94,1,1,2.0,809.71,0,0,2223.965,2,1,1,79985.52,49543.74,0.11641415276716269,0.774251461371241,62188.62
36,2264.09,0,2,4,1,86410.35,395.66,0,1,1.0,655.46,0,1,2264.09,1,2,1,100268.37,60487.24,0.17467738588753648,0.8617821175100633,86806.01000000001
27,2958.9,0,4,15,1,131206.03,551.52,1,1,3.0,708.84,0,0,2958.9,1,2,1,194353.98,0.0,0.1863306192776783,0.6750844768680483,131757.55
18,2223.3,0,2,7,1,29107.63,158.42,0,1,3.0,628.99,0,2,2223.965,2,0,1,33098.97,0.0,0.0712224070494088,0.8793853891710476,29266.05
54,2285.11,0,3,13,2,136579.27,403.03,0,1,5.0,712.87,1,1,2285.11,2,2,1,222559.14,95605.49,0.17629510391013553,0.613673544597878,136982.3
28,2689.46,0,3,15,2,89341.07,394.23,0,1,2.0,698.55,0,2,2689.46,2,0,1,162554.56,62538.75,0.14652884636827904,0.5496032864086593,89735.3
18,6969.85,0,3,12,0,152304.63,491.07,1,1,4.0,842.34,1,1,6969.85,2,2,1,225604.99,0.0,0.07044621531090182,0.6750912509016272,152795.7
23,3219.71,0,2,15,1,47918.48,363.96,0,1,2.0,756.33,0,1,3219.71,3,1,0,80172.73,0.0,0.11300613839805508,0.597683056532358,48282.44
48,2065.79,0,3,7,1,140145.59,484.2,0,1,2.0,693.03,0,2,2065.79,4,1,1,186513.88,91094.63,0.23427634157316418,0.7513909345999632,140629.79
19,2223.3,0,2,7,0,178475.33,483.85,0,0,2.0,657.31,0,1,2223.965,4,0,1,261747.95,116008.96,0.21752911028188643,0.6818569090726055,178959.18
57,1877.62,0,4,3,1,158889.13,500.73,1,1,2.0,780.15,0,1,1877.62,3,1,1,280383.66,119166.85,0.2665413974087362,0.5666826780038537,159389.86000000002
30,3185.14,0,3,7,2,123353.35,405.5,0,0,2.0,809.29,1,2,3185.14,3,2,1,220800.48,92515.01,0.12726998813611456,0.5586617897669889,123758.85
18,2223.3,0,2,7,0,81352.14,513.2,0,1,1.0,629.18,0,2,2223.965,1,0,1,104914.12,0.0,0.23072427280492738,0.7754091116704628,81865.34
28,1037.64,0,2,5,1,18238.58,169.03,0,0,1.0,743.54,0,2,2223.965,4,1,1,28641.73,11855.08,0.16274166217361163,0.6367612305111978,18407.61
58,2250.17,0,3,5,2,73827.29,364.09,0,0,2.0,739.815,0,0,2250.17,1,0,1,88297.71,51679.1,0.16173367626611937,0.8361083644370341,74191.37999999999
23,2715.54,0,2,5,0,25959.71,257.31,1,1,1.0,799.06,0,2,2715.54,1,0,1,42082.01,0.0,0.09471975380447187,0.6168691355490018,26217.02
51,6357.59,0,3,15,1,84969.75,416.01,1,1,2.0,712.22,0,0,6357.59,2,0,0,109061.71,0.0,0.06542488193137158,0.7790907634699339,85385.76
26,1978.48,0,2,4,0,31783.75,153.23,0,0,1.0,652.34,0,0,1978.48,4,0,1,49294.32,22248.62,0.07740921858265806,0.6447620179765544,31936.98
65,2175.63,1,5,7,1,97355.14,548.38,0,1,2.0,860.03,1,1,2175.63,3,0,1,179076.03,73016.36,0.25193992548113364,0.5436495121680318,97903.52
60,1388.57,0,2,13,0,150597.17,452.68,0,0,2.0,608.28,0,1,1388.57,2,1,1,283540.66,0.0,0.3257698424692531,0.5311289000706282,151049.85
41,3492.03,0,2,7,1,30411.36,223.33,1,0,4.0,666.3,0,0,3492.03,1,1,1,34147.64,21287.95,0.06393589519700661,0.8905584526938701,30634.690000000002
35,1896.67,0,2,5,1,119254.21,561.75,0,0,2.0,607.26,0,1,1896.67,2,2,0,166848.19,0.0,0.2960209098526087,0.714742516880064,119815.96
18,1037.58,0,2,7,0,27374.24,306.26,0,1,2.0,613.36,0,1,1037.58,1,0,0,49756.57,0.0,0.2948833984863949,0.5501522682880213,27680.5
43,1831.94,0,2,9,1,61269.37,543.25,0,1,3.0,757.58,0,2,1831.94,1,2,1,86989.58,0.0,0.29638176917956943,0.7043218932440731,61812.62
38,3104.03,0,3,15,2,229641.35,869.44,0,1,3.0,762.77,0,1,3104.03,2,1,1,259064.86,183713.08,0.28001017703532655,0.8864207348664159,230510.79
34,3057.83,0,3,7,1,75050.56,757.53,1,1,3.0,748.36,1,2,3057.83,4,0,1,90647.85,52535.39,0.24765351457910378,0.8279262230022774,75808.09
51,1516.28,0,2,7,0,171051.18,411.57,0,0,4.0,739.815,0,1,1516.28,3,0,1,231661.09,111183.27,0.27125514077823476,0.7383650039589991,171462.75
50,2468.74,0,3,12,1,61645.26,293.69,0,1,1.0,629.21,0,1,2468.74,3,0,1,69616.22,0.0,0.11891535141350912,0.8854886765084845,61938.950000000004
31,3240.86,0,2,7,1,238537.69,886.39,1,1,2.0,723.85,0,0,3240.86,4,2,0,433516.7,0.0,0.273420197047374,0.5502374874197755,239424.08000000002
39,3041.68,0,2,13,1,194073.76,541.76,0,0,2.0,593.17,0,2,3041.68,4,1,1,303055.46,-999.0,0.17805355804751075,0.6403881309773103,194615.52000000002
63,2494.52,0,3,17,1,62917.35,325.5,0,1,2.0,827.13,0,0,2494.52,3,1,1,76575.32,44042.14,0.13043373725716484,0.8216293235297804,63242.85
18,4259.67,0,3,7,2,35920.37,315.67,0,1,2.0,766.25,1,2,4259.67,2,2,1,43673.13,28736.3,0.07408928642678264,0.8224633209636919,36236.04
33,697.74,0,2,12,1,7138.49,70.2,0,1,4.0,693.2,0,2,697.74,2,2,0,10955.57,0.0,0.1004665540830638,0.6515259793895353,7208.69
18,2438.9,0,2,7,0,103239.32,1079.49,0,0,2.0,726.09,0,1,2438.9,4,1,1,155646.34,67105.56,0.4424320668879872,0.6632899733461556,104318.81000000001
51,2000.18,0,2,7,1,207975.68,525.81,0,0,2.0,739.815,0,2,2000.18,3,2,1,336913.22,166380.54,0.2627499775132671,0.6172956427900254,208501.49
57,1741.32,0,2,5,1,27151.66,142.13,1,1,1.0,681.83,0,0,1741.32,1,2,1,34381.41,17648.58,0.0815751411910556,0.7896962429335231,27293.79
51,11012.09,0,3,5,1,223318.63,1019.58,1,0,1.0,739.815,0,2,11012.09,2,2,1,294339.8,156323.04,0.09257892199192053,0.758707695297424,224338.21
28,2088.92,0,2,2,1,101522.83,663.03,1,1,1.0,721.05,1,1,2088.92,3,2,1,136396.5,65989.84,0.31725137804317866,0.7443159148811379,102185.86
38,1118.94,0,4,14,1,22518.11,168.92,0,0,2.0,766.42,0,0,1118.94,4,0,1,26104.91,15762.68,0.15082950872368162,0.8625675182362921,22687.03
60,2223.3,0,3,7,1,51682.79,375.09,0,1,1.0,665.98,0,1,2223.965,1,0,1,-999.0,36177.95,0.1686328283055343,-51.7863627254509,52057.88
18,2223.3,0,4,12,1,58106.58,384.84,1,1,3.0,755.37,0,0,2223.965,3,2,1,66045.92,40674.61,0.1730162298251135,0.8797772856024172,58491.42
58,1765.5,0,3,5,1,111987.6,540.59,0,1,4.0,644.34,0,2,1765.5,4,0,0,156198.07,0.0,0.30602320973676767,0.7169543326986518,112528.19
55,1573.54,0,2,7,1,82855.71,209.84,0,0,3.0,740.91,1,2,1573.54,3,2,1,132845.41,53856.21,0.13327066952887828,0.623695514240844,83065.55
51,1406.81,0,2,7,0,129087.55,374.11,1,1,3.0,757.08,0,1,1406.81,2,0,1,217065.14,90361.28,0.2657389846641237,0.5946922444928536,129461.66
24,3461.99,0,2,5,1,94771.13,269.68,0,1,2.0,826.44,0,1,3461.99,4,2,1,166083.46,66339.79,0.07787490001414962,0.5706200929334388,95040.81
18,2048.18,0,4,12,1,97754.05,684.38,0,1,1.0,773.65,0,1,2048.18,1,2,0,114726.12,0.0,0.333977493436399,0.8520570376036635,98438.43000000001
20,7005.89,0,2,7,1,146671.04,461.29,1,1,2.0,788.0,0,0,7005.89,2,0,1,216597.32,110003.28,0.06583377218709013,0.6771568680680441,147132.33000000002
29,2223.3,0,2,5,1,44368.68,330.77,1,1,5.0,856.0,0,1,2223.965,1,2,1,77143.29,35494.94,0.1487074585262779,0.5751388728835278,44699.45
31,2602.76,0,2,7,2,200868.83,571.09,1,0,3.0,779.63,0,0,2602.76,4,1,1,287167.09,140608.18,0.2193328110117676,0.699481721663434,201439.91999999998
25,2763.07,0,3,5,1,182482.46,495.18,1,1,3.0,743.53,1,2,2763.07,2,0,1,248346.27,0.0,0.1791488638131451,0.7347874611224838,182977.63999999998
21,1336.01,0,2,1,1,18168.78,175.69,0,1,2.0,626.79,0,2,1336.01,3,2,0,30283.52,0.0,0.1314051502980531,0.5999362050314814,18344.469999999998
40,2794.56,0,2,12,1,191946.51,615.63,0,0,1.0,746.01,0,0,2794.56,1,0,1,237795.06,124765.23,0.2202170584784444,0.8071896144957154,192562.14
43,2009.31,0,2,7,1,120696.77,439.65,0,1,2.0,602.47,0,1,2009.31,1,1,1,163495.92,0.0,0.2186976138008566,0.7382204508806649,121136.42
40,2223.3,0,3,5,1,48294.52,237.08,0,0,2.0,765.19,0,0,2223.965,1,0,1,53568.88,33806.16,0.10658634177044463,0.9015237667136832,48531.6
22,3077.9,0,3,2,1,108409.22,346.45,0,0,2.0,724.42,1,0,3077.9,2,2,1,145333.11,70465.99,0.11252395335996622,0.7459310137172892,108755.67
29,6560.37,0,4,12,2,90520.35,674.13,1,1,2.0,700.99,0,1,6560.37,2,1,1,159415.9,63364.24,0.10274226266770507,0.5678215421326096,91194.48000000001
58,1645.05,0,3,7,1,166091.27,529.48,0,1,2.0,834.14,0,2,1645.05,3,2,0,269855.18,0.0,0.3216670210503934,0.6154806979036018,166620.75
18,2659.17,0,2,12,1,73464.62,467.59,0,1,2.0,881.53,0,1,2659.17,1,1,1,135794.1,55098.46,0.17577448057830888,0.5409961036885719,73932.20999999999
18,3116.08,0,2,5,1,24323.38,132.51,0,1,1.0,667.28,0,1,3116.08,4,0,1,44794.17,15810.2,0.04251093972564066,0.5429911305169732,24455.89
23,1212.7,0,2,5,1,61387.29,342.78,0,0,3.0,718.27,0,0,1212.7,4,0,1,90615.32,42971.1,0.2824256406031144,0.6774418780193237,61730.07
24,1979.11,0,2,7,1,110071.12,431.41,1,1,3.0,674.37,0,2,1979.11,4,2,0,199835.62,0.0,0.21787173439859403,0.5508055530562916,110502.53
41,1212.62,0,2,7,1,117616.39,369.41,0,1,2.0,865.37,0,2,1212.62,3,2,1,178998.87,94093.11,0.30438687562828565,0.6570752816747856,117985.8
35,2223.3,0,4,12,1,208534.33,789.38,0,1,3.0,858.85,0,1,2223.965,1,1,1,242350.32,145974.03,0.35488917861799213,0.8604629428055105,209323.71
62,4466.46,0,3,15,2,150184.75,822.03,0,1,2.0,803.31,1,0,4466.46,2,1,1,207894.45,112638.56,0.18400388587698602,0.7224051801037492,151006.78
36,3168.83,0,4,12,0,88140.42,397.37,1,1,2.0,814.17,0,2,3168.83,3,2,1,133625.3,61698.29,0.12536003508074567,0.6596038354725081,88537.79
47,1325.98,0,2,2,0,46060.26,235.86,1,0,2.0,762.35,0,1,1325.98,2,1,1,74108.63,0.0,0.1777419403457475,0.621515179606213,46296.12
41,3978.32,0,2,12,1,107178.5,427.29,0,1,1.0,736.28,0,2,3978.32,1,1,1,131252.97,75024.95,0.10737764241126625,0.8165733958370935,107605.79
30,4475.91,0,2,7,0,110839.02,573.4,0,1,5.0,657.42,0,1,4475.91,4,2,1,201082.75,77587.31,0.128079411915808,0.5512082403476164,111412.42
61,1314.7,1,5,7,1,36499.23,346.34,0,0,2.0,824.01,0,0,1314.7,1,1,1,69190.41,27374.42,0.26323630006840465,0.5275110017269485,36845.57
21,6717.94,0,2,17,2,101036.83,522.78,1,1,1.0,810.89,0,1,6717.94,4,0,1,128859.56,70725.78,0.07780691597186461,0.7840787747624254,101559.61
18,2521.32,0,2,13,1,74350.91,341.25,0,0,3.0,738.82,1,0,2521.32,3,0,1,84642.36,48328.09,0.13529211202385105,0.8784021570032192,74692.16
18,2254.21,0,2,3,1,119965.22,504.38,1,1,2.0,660.2,1,2,2254.21,3,0,1,161041.62,77977.39,0.22365101254428635,0.7449283922479651,120469.6
20,2398.92,0,2,7,1,91197.1,460.49,1,1,3.0,679.52,0,2,2398.92,3,1,1,142971.33,59278.12,0.1918772292409747,0.6378653827632242,91657.59000000001
64,959.47,1,5,7,1,31090.58,231.67,0,1,2.0,795.13,0,2,959.47,1,1,1,45719.76,23317.94,0.24120482680354408,0.6800101310651879,31322.25
65,2073.99,1,5,7,2,162110.17,808.58,0,1,2.0,883.23,1,1,2073.99,3,1,1,200968.94,129688.14,0.3896789864047538,0.8066388933588775,162918.75
48,2096.54,0,2,12,1,24437.36,138.94,0,0,1.0,609.62,0,1,2096.54,3,2,1,36439.97,0.0,0.06623949960429837,0.6706012490885945,24576.3
25,1704.25,0,3,5,1,46615.7,196.1,0,0,1.0,802.76,0,1,1704.25,1,1,1,69119.4,37292.56,0.11499780090895763,0.6744130531652016,46811.799999999996
59,2302.71,0,2,15,1,130846.84,592.18,0,1,2.0,723.77,0,0,2302.71,2,1,0,248030.47,0.0,0.2570549244479557,0.527541283370211,131439.02
40,2787.68,0,4,3,0,81765.43,406.11,0,1,3.0,812.07,0,1,2787.68,3,1,1,101270.83,65412.34,0.14562803907224925,0.8073857261194943,82171.54
34,1136.65,0,2,4,1,39898.99,185.9,0,1,1.0,764.64,0,2,1136.65,1,2,0,45011.89,0.0,0.16340702324968134,0.8863903206392657,40084.89
63,2014.33,0,4,10,1,102457.05,511.86,0,0,2.0,768.53,1,1,2014.33,3,0,1,171195.18,81965.64,0.25398321862920714,0.5984774309800605,102968.91
42,2223.3,0,2,5,1,25382.19,124.63,0,0,1.0,592.15,0,1,2223.965,4,2,1,32776.03,0.0,0.05603111091129793,0.7743895648873617,25506.82
23,2223.3,0,2,3,1,91828.14,329.7,1,1,2.0,761.77,0,1,2223.965,3,0,1,172466.39,68871.1,0.14822640830823178,0.5324376973525256,92157.84
23,4052.9,0,3,5,1,194742.67,555.17,1,0,1.0,656.3,0,2,4052.9,2,1,1,328582.16,126582.74,0.13694713732455166,0.5926739215728525,195297.84000000003
18,4401.61,0,3,17,1,78598.82,454.91,0,1,2.0,698.17,0,1,4401.61,1,1,1,127744.71,51089.23,0.10332734446158076,0.6152756127779164,79053.73000000001
58,4412.39,0,2,17,0,132855.64,641.81,1,0,2.0,692.39,0,2,4412.39,1,0,1,243640.44,0.0,0.14542335936774223,0.5452916384010865,133497.45
23,1654.29,0,2,7,1,98232.87,444.47,0,0,2.0,646.15,0,1,1654.29,2,0,1,157674.1,0.0,0.26851488258854944,0.623008135082838,98677.34
45,2964.29,0,2,7,1,18605.03,127.02,1,1,2.0,713.84,0,0,2964.29,4,0,1,33479.76,13023.52,0.04283560798437927,0.5556931802025998,18732.05
46,2223.3,0,2,7,1,41838.26,186.2,0,0,4.0,828.36,1,0,2223.965,2,2,1,67863.79,33470.61,0.08371172953288673,0.6164943559097436,42024.46
23,3088.42,0,3,13,2,172583.34,551.59,1,0,1.0,753.76,0,2,3088.42,4,2,1,296149.99,0.0,0.17854160327828525,0.58275456043554,173134.93
18,2689.55,0,2,5,1,54708.96,309.35,0,0,2.0,805.46,0,1,2223.965,3,2,1,89743.54,38296.27,0.11497649179535782,0.6096076708399196,55018.31
28,2216.95,0,2,5,1,34688.23,381.35,0,0,2.0,789.51,1,2,2216.95,3,2,1,49496.75,26016.17,0.17193805090286077,0.7008041779676855,35069.58
45,2469.06,0,4,12,1,91692.28,259.64,0,1,2.0,790.53,0,0,2469.06,1,2,1,130857.22,68769.21,0.10511485550958276,0.7006994287405102,91951.92
46,2216.19,0,3,12,1,19607.61,99.49,0,1,1.0,705.31,0,2,2216.19,4,1,1,33751.31,13725.33,0.04487211289966128,0.5809264610333338,19707.100000000002
31,5257.74,0,3,17,1,168383.13,886.17,1,1,4.0,838.61,0,2,5257.74,2,1,1,231211.76,117868.19,0.1685137504421211,0.7282605423679904,169269.30000000002
65,1936.62,1,5,7,1,86400.92,419.44,1,0,4.0,662.14,0,2,1936.62,1,0,0,102026.43,56160.6,0.21647175400749374,0.8468401095666136,86820.36
61,1675.86,0,2,7,1,25765.21,138.64,0,1,3.0,773.98,0,0,1675.86,3,2,1,44596.46,20612.17,0.08267833927698197,0.5777281934890462,25903.85
63,3396.97,0,3,8,2,60840.4,236.69,0,1,1.0,758.8,0,2,3396.97,3,2,1,99253.69,48672.32,0.06965629478777034,0.6129725456802092,61077.090000000004
21,1337.67,0,4,12,1,43352.35,262.96,0,0,1.0,656.66,0,2,1337.67,2,2,1,73244.39,28179.03,0.1964337738202843,0.5918782055771701,43615.31
46,3419.09,0,4,7,1,259581.09,1356.72,0,1,4.0,736.53,0,0,3419.09,4,0,1,474465.48,181706.76,0.3966913151408296,0.5471010091165976,260937.81
61,2102.71,0,2,7,0,76749.66,448.5,0,1,2.0,833.88,0,0,2102.71,3,1,1,109990.59,57562.24,0.21319478445222964,0.6977775300820727,77198.16
47,2173.15,0,2,0,1,156675.89,475.99,1,1,3.0,679.32,0,2,2173.15,3,2,1,220236.45,101839.33,0.21893153646252558,0.7113953144662727,157151.88
23,3921.96,0,3,7,2,103240.74,597.79,0,1,2.0,854.16,0,1,3921.96,2,0,1,136269.83,82592.59,0.15238238472989782,0.75761437719283,103838.53
34,5693.92,0,3,17,1,159254.3,650.12,0,1,2.0,829.4,0,2,5693.92,4,0,1,230510.45,127403.44,0.11415788105890864,0.6908737071412286,159904.41999999998
34,2369.01,0,2,7,1,66650.79,324.14,1,1,2.0,734.08,0,2,2223.965,1,0,1,92475.68,46655.55,0.13676735541200247,0.7207307831552776,66974.93
26,1367.41,0,2,7,1,9754.17,118.83,0,0,2.0,794.18,1,0,1367.41,2,2,1,18518.98,7315.63,0.08683800907622714,0.526683614129173,9873.0
38,2558.09,0,2,17,2,178429.24,838.8,0,1,2.0,871.12,1,1,2558.09,2,2,1,245062.25,142743.39,0.3277727629743385,0.7280946449539047,179268.03999999998
65,3284.15,0,5,7,0,136871.4,-999.0,1,1,2.0,874.28,0,1,3284.15,4,2,0,249981.19,95809.98,-0.30409570339253916,0.5475246056529067,135872.4
40,1658.51,0,2,7,1,40306.94,190.38,1,1,5.0,817.94,1,0,1658.51,4,1,1,48048.61,30230.2,0.11472061030063091,0.8388609189543891,40497.32
25,1387.97,0,3,15,1,75942.86,345.12,1,0,4.0,737.78,0,0,1387.97,3,1,1,91784.89,53160.0,0.2484718892416683,0.8273914432817506,76287.98
40,3175.86,0,2,12,1,67662.9,536.18,1,1,3.0,703.15,0,1,3175.86,3,2,1,112091.98,43980.88,0.1687767166321462,0.6036319134347218,68199.07999999999
39,1909.55,0,2,7,0,44108.87,249.95,1,1,2.0,685.92,0,2,1909.55,2,1,1,80729.31,28670.77,0.13082620187904007,0.5463731032371857,44358.82
54,3425.41,0,2,5,0,132094.44,537.35,0,1,2.0,652.98,0,1,3425.41,1,0,1,179536.35,85861.39,0.15682594902536476,0.7357490795090826,132631.79
32,2159.99,0,3,7,1,23510.24,221.98,1,1,2.0,689.78,0,2,2159.99,3,2,1,30948.79,16457.17,0.10272143785949958,0.7596251864713783,23732.22
44,2223.3,0,3,7,1,104906.36,269.95,0,0,1.0,728.89,0,2,2223.965,1,2,1,177733.51,68189.13,0.12136402463696443,0.5902419288184382,105176.31
28,1260.24,0,3,12,1,33248.88,260.95,0,0,2.0,605.64,0,2,1260.24,2,0,1,55318.58,0.0,0.20689955916399733,0.6010327627216258,33509.829999999994
18,2235.66,0,2,7,1,42532.34,198.99,0,0,4.0,678.83,0,2,2235.66,1,1,1,60750.35,29772.64,0.08896747829352697,0.7001052651504863,42731.329999999994
64,1481.71,1,5,7,1,42444.59,397.93,0,1,2.0,870.1,1,2,1481.71,2,0,1,76438.95,33955.67,0.26838019572269695,0.5552671083641473,42842.52
60,3262.01,1,5,7,0,101066.01,295.83,0,0,2.0,830.79,0,2,3262.01,4,0,0,121848.07,75799.51,0.09066168966690263,0.8294360391917639,101361.84
62,1582.77,0,2,15,1,80638.52,281.79,0,1,2.0,770.24,0,0,1582.77,1,0,1,125710.09,-999.0,0.17792356213339058,0.641459078908631,80920.31
45,1628.06,0,2,7,1,32716.0,233.43,0,0,2.0,631.53,0,2,1628.06,3,1,0,48541.22,0.0,0.143291223159368,0.6739699997239517,32949.43
20,3998.88,0,2,7,1,69700.15,413.65,0,1,1.0,735.76,0,1,3998.88,2,0,1,119091.78,0.0,0.10341560246807403,0.585259240736508,70113.79999999999
20,2986.14,0,2,7,2,128388.08,453.82,0,0,2.0,755.36,0,0,2986.14,2,2,1,159651.94,96291.06,0.15192458338075887,0.8041698449148509,128841.90000000001
23,4259.44,0,2,15,0,154661.6,499.11,1,0,2.0,831.41,0,1,4259.44,3,0,0,210448.57,0.0,0.11714987184422268,0.7349105061131748,155160.71
28,2904.3,0,2,13,1,30388.58,364.35,1,1,2.0,679.23,1,2,2904.3,1,2,1,57213.37,21272.01,0.12540873575878567,0.5311354472661326,30752.93
18,4052.18,0,2,7,1,120321.24,1152.38,1,1,2.0,813.25,1,0,4052.18,3,1,1,172633.06,84224.87,0.284315031654158,0.6969727758241914,121473.62000000001
